1/70.png,1/70.png,0
1/70.png,1/71.png,0
1/70.png,1/72.png,0
1/70.png,1/73.png,0
1/70.png,1/74.png,0
1/70.png,1/75.png,0
1/71.png,1/70.png,0
1/71.png,1/71.png,0
1/71.png,1/72.png,0
1/71.png,1/73.png,0
1/71.png,1/74.png,0
1/71.png,1/75.png,0
1/72.png,1/70.png,0
1/72.png,1/71.png,0
1/72.png,1/72.png,0
1/72.png,1/73.png,0
1/72.png,1/74.png,0
1/72.png,1/75.png,0
1/73.png,1/70.png,0
1/73.png,1/71.png,0
1/73.png,1/72.png,0
1/73.png,1/73.png,0
1/73.png,1/74.png,0
1/73.png,1/75.png,0
1/74.png,1/70.png,0
1/74.png,1/71.png,0
1/74.png,1/72.png,0
1/74.png,1/73.png,0
1/74.png,1/74.png,0
1/74.png,1/75.png,0
1/75.png,1/70.png,0
1/75.png,1/71.png,0
1/75.png,1/72.png,0
1/75.png,1/73.png,0
1/75.png,1/74.png,0
1/75.png,1/75.png,0
