1/64.png,1/64.png,0
1/64.png,1/65.png,0
1/64.png,1/66.png,0
1/64.png,1/67.png,0
1/64.png,1/68.png,0
1/64.png,1/69.png,0
1/65.png,1/64.png,0
1/65.png,1/65.png,0
1/65.png,1/66.png,0
1/65.png,1/67.png,0
1/65.png,1/68.png,0
1/65.png,1/69.png,0
1/66.png,1/64.png,0
1/66.png,1/65.png,0
1/66.png,1/66.png,0
1/66.png,1/67.png,0
1/66.png,1/68.png,0
1/66.png,1/69.png,0
1/67.png,1/64.png,0
1/67.png,1/65.png,0
1/67.png,1/66.png,0
1/67.png,1/67.png,0
1/67.png,1/68.png,0
1/67.png,1/69.png,0
1/68.png,1/64.png,0
1/68.png,1/65.png,0
1/68.png,1/66.png,0
1/68.png,1/67.png,0
1/68.png,1/68.png,0
1/68.png,1/69.png,0
1/69.png,1/64.png,0
1/69.png,1/65.png,0
1/69.png,1/66.png,0
1/69.png,1/67.png,0
1/69.png,1/68.png,0
1/69.png,1/69.png,0
